Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2001","2001","1000 t","399510","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2002","2002","1000 t","380583","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2003","2003","1000 t","391098","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2004","2004","1000 t","404920","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2005","2005","1000 t","422725","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2006","2006","1000 t","427084","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2007","2007","1000 t","437685","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2008","2008","1000 t","458203","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2009","2009","1000 t","457425","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2010","2010","1000 t","467515","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2011","2011","1000 t","482932","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2012","2012","1000 t","490680","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2805","Rice (Milled Equivalent)","2013","2013","1000 t","495447","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1961","1961","1000 t","7065","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1962","1962","1000 t","7609","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1963","1963","1000 t","8144","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1964","1964","1000 t","8635","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1965","1965","1000 t","8922","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1966","1966","1000 t","9068","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1967","1967","1000 t","9175","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1968","1968","1000 t","9503","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1969","1969","1000 t","9668","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1970","1970","1000 t","10612","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1971","1971","1000 t","10722","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1972","1972","1000 t","10600","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1973","1973","1000 t","11119","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1974","1974","1000 t","11256","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1975","1975","1000 t","11561","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1976","1976","1000 t","11810","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1977","1977","1000 t","11957","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1978","1978","1000 t","12292","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1979","1979","1000 t","13087","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1980","1980","1000 t","14176","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1981","1981","1000 t","14851","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1982","1982","1000 t","15764","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1983","1983","1000 t","16249","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1984","1984","1000 t","16945","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1985","1985","1000 t","16347","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1986","1986","1000 t","17120","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1987","1987","1000 t","17500","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1988","1988","1000 t","17776","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1989","1989","1000 t","18748","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1990","1990","1000 t","18737","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1991","1991","1000 t","19510","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1992","1992","1000 t","19596","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1993","1993","1000 t","20282","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1994","1994","1000 t","18966","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1995","1995","1000 t","20850","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1996","1996","1000 t","20610","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1997","1997","1000 t","21356","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1998","1998","1000 t","21880","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","1999","1999","1000 t","23618","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2000","2000","1000 t","22565","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2001","2001","1000 t","23536","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2002","2002","1000 t","23142","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2003","2003","1000 t","22934","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2004","2004","1000 t","22710","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2005","2005","1000 t","22434","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2006","2006","1000 t","23198","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2007","2007","1000 t","23900","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2008","2008","1000 t","24834","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2009","2009","1000 t","25932","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2010","2010","1000 t","26716","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2011","2011","1000 t","27982","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2012","2012","1000 t","27414","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2805","Rice (Milled Equivalent)","2013","2013","1000 t","27377","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1961","1961","1000 t","118249","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1962","1962","1000 t","127126","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1963","1963","1000 t","134010","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1964","1964","1000 t","142132","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1965","1965","1000 t","143863","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1966","1966","1000 t","148615","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1967","1967","1000 t","152177","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1968","1968","1000 t","157624","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1969","1969","1000 t","160930","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1970","1970","1000 t","173609","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1971","1971","1000 t","176326","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1972","1972","1000 t","178312","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1973","1973","1000 t","182650","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1974","1974","1000 t","187321","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1975","1975","1000 t","195803","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1976","1976","1000 t","197320","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1977","1977","1000 t","206070","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1978","1978","1000 t","211455","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1979","1979","1000 t","213469","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1980","1980","1000 t","218146","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1981","1981","1000 t","222600","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1982","1982","1000 t","237827","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1983","1983","1000 t","247484","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1984","1984","1000 t","250746","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1985","1985","1000 t","256990","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1986","1986","1000 t","258140","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1987","1987","1000 t","265966","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1988","1988","1000 t","272611","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1989","1989","1000 t","279088","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1990","1990","1000 t","284277","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1991","1991","1000 t","277299","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1992","1992","1000 t","279533","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1993","1993","1000 t","288354","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1994","1994","1000 t","291564","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1995","1995","1000 t","298216","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1996","1996","1000 t","305550","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1997","1997","1000 t","308761","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1998","1998","1000 t","313967","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","1999","1999","1000 t","321765","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2000","2000","1000 t","323113","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2001","2001","1000 t","324166","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2002","2002","1000 t","327483","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2003","2003","1000 t","329394","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2004","2004","1000 t","335372","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2005","2005","1000 t","339932","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2006","2006","1000 t","342684","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2007","2007","1000 t","347780","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2008","2008","1000 t","357189","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2009","2009","1000 t","361018","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2010","2010","1000 t","365703","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2011","2011","1000 t","371185","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2012","2012","1000 t","373205","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2805","Rice (Milled Equivalent)","2013","2013","1000 t","377287","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1961","1961","1000 t","204348","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1962","1962","1000 t","204221","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1963","1963","1000 t","219583","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1964","1964","1000 t","214511","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1965","1965","1000 t","225883","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1966","1966","1000 t","244898","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1967","1967","1000 t","271817","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1968","1968","1000 t","254930","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1969","1969","1000 t","268750","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1970","1970","1000 t","265079","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1971","1971","1000 t","312862","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1972","1972","1000 t","308014","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1973","1973","1000 t","317513","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1974","1974","1000 t","305645","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1975","1975","1000 t","340899","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1976","1976","1000 t","351504","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1977","1977","1000 t","370680","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1978","1978","1000 t","392680","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1979","1979","1000 t","417665","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1980","1980","1000 t","395636","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1981","1981","1000 t","445700","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1982","1982","1000 t","447821","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1983","1983","1000 t","345896","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1984","1984","1000 t","449181","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1985","1985","1000 t","484157","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1986","1986","1000 t","476709","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1987","1987","1000 t","451688","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1988","1988","1000 t","401484","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1989","1989","1000 t","475287","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1990","1990","1000 t","481644","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1991","1991","1000 t","492888","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1992","1992","1000 t","531977","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1993","1993","1000 t","475110","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1994","1994","1000 t","567247","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1995","1995","1000 t","515689","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1996","1996","1000 t","587519","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1997","1997","1000 t","583649","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1998","1998","1000 t","613897","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","1999","1999","1000 t","605391","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2000","2000","1000 t","590635","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2001","2001","1000 t","613640","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2002","2002","1000 t","602999","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2003","2003","1000 t","643314","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2004","2004","1000 t","727161","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2005","2005","1000 t","711879","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2006","2006","1000 t","704965","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2007","2007","1000 t","788199","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2008","2008","1000 t","828580","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2009","2009","1000 t","818325","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2010","2010","1000 t","849455","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2011","2011","1000 t","885587","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2012","2012","1000 t","873425","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","F2514","Maize and products","2013","2013","1000 t","1017031","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1961","1961","1000 t","8085","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1962","1962","1000 t","8010","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1963","1963","1000 t","8513","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1964","1964","1000 t","9927","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1965","1965","1000 t","8347","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1966","1966","1000 t","8941","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1967","1967","1000 t","9509","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1968","1968","1000 t","9529","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1969","1969","1000 t","9848","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1970","1970","1000 t","11581","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1971","1971","1000 t","11217","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1972","1972","1000 t","12056","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1973","1973","1000 t","12220","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1974","1974","1000 t","12927","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1975","1975","1000 t","12922","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1976","1976","1000 t","15667","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1977","1977","1000 t","16107","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1978","1978","1000 t","18331","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1979","1979","1000 t","18409","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1980","1980","1000 t","21340","E","Estimated value"
